Header_line;16
location;Oslo Norway
year_of_construction;1975
floor_area;7287
number_of_users;660
building_category;Sch
dhw_heat_source;EB, GSHP
sh_heat_source;EB, GSHP
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;8112

;Electricity use;Electricity import;Weather variable;Weather variable;Weather variable;Weather variable;Weather variable
;Wh;Wh;C;W/m2;m/s;deg;%
;Electricity for electric boiler;Electricity imported ;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Relative Humidity
TimeStamp;ElBoil;ElImp;Tout;SolGlob;WindSpd;WindDir;RH
2015-04-05T04:00:00+0100;140200.0;208200.0;-3.2552551269531023;0.0;1.9520944;103.28211;0.80572814
2015-04-05T05:00:00+0100;138400.0;202400.0;-3.651190185546852;3.8933333333333335;1.6887968;108.60847;0.82155347
2015-04-05T06:00:00+0100;138800.0;200800.0;-3.631048583984352;57.20874565972223;1.674351;97.883705;0.83296835
2015-04-05T07:00:00+0100;129800.0;191800.0;-2.8056701660156023;123.42519097222224;1.7326764;84.45388;0.8068292
2015-04-05T08:00:00+0100;99200.0;157200.0;-0.3563903808593522;192.0284895833333;1.736724;80.74088;0.7732447
2015-04-05T09:00:00+0100;108800.0;162800.0;0.9286743164062728;302.36333333333334;1.7603831;71.9204;0.7353265
2015-04-05T10:00:00+0100;94000.0;146000.0;2.3882080078125227;323.0359027777778;1.9642905;68.20027;0.7096613
2015-04-05T11:00:00+0100;84400.0;142400.0;3.6424194335937727;318.2841666666667;1.7677405;68.82724;0.66222125
2015-04-05T12:00:00+0100;75600.0;129600.0;4.791650390625023;285.6125;0.947429;58.267788;0.6296887
2015-04-05T13:00:00+0100;66600.0;116600.0;5.373559570312523;285.01680555555555;0.39343497;24.259459;0.6057168
2015-04-05T14:00:00+0100;51200.0;105200.0;5.732263183593773;210.5751388888889;0.24789584;244.39087;0.5903052
2015-04-05T15:00:00+0100;73600.0;127600.0;5.641839599609398;251.84451388888888;0.46736723;176.79996;0.59720236
2015-04-05T16:00:00+0100;72400.0;122400.0;5.750177001953148;124.03465277777778;0.87951267;248.89154;0.55618596
2015-04-05T17:00:00+0100;65600.0;115600.0;5.264794921875023;65.15861111111111;0.35096163;272.08185;0.64195573
2015-04-05T18:00:00+0100;86800.0;138800.0;4.539086914062523;15.377361111111112;0.43019092;167.39496;0.7381474
2015-04-05T19:00:00+0100;112400.0;170400.0;3.7765747070312727;0.0256944444444444;0.5134883;143.71046;0.6462445
2015-04-05T20:00:00+0100;117800.0;175800.0;2.7909179687500227;0.0;0.56746936;119.99033;0.6992085
2015-04-05T21:00:00+0100;124800.0;184800.0;1.6312194824218975;-0.0022222222222222;1.6306589;82.24483;0.7813164
2015-04-05T22:00:00+0100;117800.0;173800.0;0.7285095214843977;0.0;1.7071306;101.46543;0.882299
2015-04-05T23:00:00+0100;119400.0;175400.0;0.8351989746093977;0.0;1.9300371;104.07516;0.8866632
2015-04-06T00:00:00+0100;111800.0;163800.0;0.8504577636718977;0.0;1.8731889;108.699036;0.9027461
2015-04-06T01:00:00+0100;120400.0;176400.0;0.7465759277343977;0.0;1.8333309;108.30244;0.89850485
2015-04-06T02:00:00+0100;117000.0;173000.0;-0.3137268066406022;0.0;1.6293068;103.57721;0.8970403
2015-04-06T03:00:00+0100;119200.0;175200.0;-0.3095153808593522;0.0;1.178631;126.0933;0.8743203
2015-04-06T04:00:00+0100;126600.0;178600.0;0.9036193847656476;0.0;0.9851862;155.91843;0.8002544
2015-04-06T05:00:00+0100;152600.0;214600.0;0.2105346679687727;3.968888888888889;1.2504362;179.62393;0.8559642
2015-04-06T06:00:00+0100;195200.0;267200.0;-0.6140197753906023;51.09655815972222;1.4626613;186.36043;0.86647695
2015-04-06T07:00:00+0100;219200.0;341200.0;0.0291992187500227;127.98404513888887;1.665022;206.5039;0.83157986
2015-04-06T08:00:00+0100;174200.0;292200.0;2.2299438476562727;228.27390625;2.0104036;220.94072;0.7925026
2015-04-06T09:00:00+0100;149000.0;261000.0;3.602929687500023;337.55621527777777;2.5843203;222.10748;0.778494
2015-04-06T10:00:00+0100;144600.0;258600.00000000003;4.422387695312523;436.9150694444445;2.8349028;222.42268;0.76726353
2015-04-06T11:00:00+0100;139800.0;247800.0;6.247155761718773;503.97680555555553;3.5761862;218.79648;0.74149114
2015-04-06T12:00:00+0100;108400.0;212400.0;7.367333984375023;513.7058333333333;4.03754;219.65436;0.7306875
2015-04-06T13:00:00+0100;118400.0;218400.0;7.789636230468773;513.5138888888889;4.3389807;219.42548;0.7339224
2015-04-06T14:00:00+0100;111800.0;205800.0;8.626611328125023;470.49694444444447;4.9577856;212.45293;0.70345044
2015-04-06T15:00:00+0100;70400.0;162400.0;8.274499511718773;367.055625;4.9752364;205.29948;0.7087907
2015-04-06T16:00:00+0100;54800.0;142800.0;8.567254638671898;258.8904166666667;4.584284;196.69373;0.74951637
2015-04-06T17:00:00+0100;56400.0;146400.0;7.329919433593773;128.53041666666667;4.4352927;201.17159;0.8046314
2015-04-06T18:00:00+0100;77000.0;167000.0;6.045281982421898;44.36625;3.9693444;203.42018;0.8585714
2015-04-06T19:00:00+0100;95000.0;187000.0;5.149346923828148;0.1545833333333333;3.5347292;200.89494;0.95419866
2015-04-06T20:00:00+0100;103200.0;199200.0;3.829888916015648;0.0;3.2388625;206.63586;0.98496085
2015-04-06T21:00:00+0100;98200.0;162200.0;3.1881958007812727;0.0;3.1889281;210.80688;0.9930943
2015-04-06T22:00:00+0100;95600.0;155600.0;2.4223876953125227;0.0;2.9754047;204.2534;0.9872506
2015-04-06T23:00:00+0100;103000.0;165000.0;2.3942504882812727;0.0;3.0232496;212.86252;0.9962775
2015-04-07T00:00:00+0100;103000.0;143000.0;2.2460876464843977;0.0;2.874726;218.89493;0.9962931
2015-04-07T01:00:00+0100;103400.0;139400.0;2.3291870117187727;0.0;2.6998944;219.02151;0.9961559
2015-04-07T02:00:00+0100;96800.0;132800.0;2.2099548339843977;0.0;2.539193;217.37053;0.994157
2015-04-07T03:00:00+0100;106600.0;142600.0;2.300469970703148;0.0;2.3290107;227.61635;0.9909223
2015-04-07T04:00:00+0100;106200.0;144200.0;2.3627563476562727;0.0;2.8618603;227.84366;0.9640975
2015-04-07T05:00:00+0100;121600.0;171600.0;3.0072265625000227;4.711111111111111;2.9260874;219.71715;0.9183597
2015-04-07T06:00:00+0100;158000.0;228000.0;3.9345947265625214;61.016879340277775;2.321107;205.12221;0.8906117
2015-04-07T07:00:00+0100;149800.0;235800.0;3.884210205078148;152.76913194444444;2.1733842;195.7434;0.86995804
2015-04-07T08:00:00+0100;101800.0;197800.0;5.459771728515648;261.8361458333333;2.1318817;222.94678;0.83724225
2015-04-07T09:00:00+0100;86000.0;176000.0;7.455010986328148;382.115;2.4098449;236.45416;0.77614516
2015-04-07T10:00:00+0100;79600.0;171600.0;8.886529541015648;455.8752777777778;2.4418023;264.94998;0.7155977
2015-04-07T11:00:00+0100;13000.0;167603.99999999997;10.252832031250025;488.9663888888889;2.546617;265.0634;0.69641656
2015-04-07T12:00:00+0100;7400.0;148004.00000000003;11.514916992187525;544.4576388888889;2.953831;279.63214;0.6199698
2015-04-07T13:00:00+0100;3800.0;132404.0;12.730859375000025;540.6397222222222;3.269044;275.493;0.6270192
2015-04-07T14:00:00+0100;3600.0;126204.0;12.987756347656273;463.99444444444447;2.9285102;239.61658;0.6536459
2015-04-07T15:00:00+0100;4800.0;119404.0;13.067285156250025;379.54340277777777;2.617949;243.17899;0.66306055
2015-04-07T16:00:00+0100;11000.0;107604.0;12.186791992187525;233.00097222222223;3.743105;270.34387;0.6440637
2015-04-07T17:00:00+0100;4200.0;96804.0;11.152001953125025;109.23458333333332;3.631164;265.219;0.66667753
2015-04-07T18:00:00+0100;5800.0;98404.0;9.769464111328148;24.759722222222223;3.14196;265.75574;0.6964635
2015-04-07T19:00:00+0100;4800.0;91404.0;9.201104736328148;0.0783333333333333;3.6938312;276.1576;0.7153168
2015-04-07T20:00:00+0100;4000.0;88604.0;9.419671630859398;0.0;4.4582663;272.417;0.6829003
2015-04-07T21:00:00+0100;3600.0;90204.0;8.233728027343773;0.0;4.0148287;254.49585;0.74284387
2015-04-07T22:00:00+0100;3800.0;86404.0;8.305413818359398;0.0;3.7162385;245.27272;0.786484
2015-04-07T23:00:00+0100;9000.0;97604.0;7.755242919921898;0.0;3.0713058;251.77425;0.80858654
2015-04-08T00:00:00+0100;0.0;82604.0;7.428399658203148;0.0;3.0129786;261.308;0.8042606
2015-04-08T01:00:00+0100;3600.0;90204.0;6.102838134765648;0.0;2.0395815;258.4437;0.8148957
2015-04-08T02:00:00+0100;3800.0;88404.0;7.390771484375023;0.0;2.1827464;238.7807;0.8030702
2015-04-08T03:00:00+0100;3800.0;90404.0;5.682244873046898;0.0;1.8474115;216.54744;0.7931824
2015-04-08T04:00:00+0100;4200.0;104804.0;5.533593750000023;0.0;2.1264992;326.35638;0.7073594
2015-04-08T05:00:00+0100;0.0;114604.0;4.265985107421898;5.635555555555555;1.212882;320.81348;0.735199
2015-04-08T06:00:00+0100;0.0;132603.99999999997;5.285363769531273;48.84351128472223;1.1288286;321.42383;0.72399914
2015-04-08T07:00:00+0100;0.0;150603.99999999997;4.734521484375023;139.83116319444446;1.3012657;283.20038;0.7289805
2015-04-08T08:00:00+0100;0.0;156603.99999999997;6.211938476562523;255.7683159722222;1.6568618;288.22797;0.6898404
2015-04-08T09:00:00+0100;0.0;160603.99999999997;6.717858886718773;347.903125;2.367532;288.05557;0.6275682
2015-04-08T10:00:00+0100;0.0;144603.99999999997;7.164941406250023;477.8095138888889;2.838764;321.59116;0.5676622
2015-04-08T11:00:00+0100;0.0;164603.99999999997;8.381250000000023;588.8634722222222;2.576635;324.74313;0.5107917
2015-04-08T12:00:00+0100;0.0;146603.99999999997;8.702722167968773;611.4568055555555;1.7843311;321.53876;0.4872929
2015-04-08T13:00:00+0100;0.0;132603.99999999997;9.967645263671898;579.9933333333333;1.3057578;275.32;0.47268945
2015-04-08T14:00:00+0100;0.0;122604.0;9.324731445312525;517.5563888888889;3.2285428;230.26958;0.51614624
2015-04-08T15:00:00+0100;0.0;112604.0;9.659631347656273;420.2927083333333;2.4368353;241.7427;0.48832887
2015-04-08T16:00:00+0100;0.0;98604.0;10.858819580078148;303.05625;2.5775938;237.97626;0.51910615
2015-04-08T17:00:00+0100;0.0;94604.0;9.856561279296898;173.29555555555555;2.4856827;227.68254;0.5549337
2015-04-08T18:00:00+0100;0.0;96604.0;9.915399169921898;57.63916666666667;2.541505;214.41092;0.5927608
2015-04-08T19:00:00+0100;5800.0;94404.0;8.043756103515648;0.9002777777777777;2.5267503;185.38141;0.71611315
2015-04-08T20:00:00+0100;5800.0;90404.0;7.728234863281273;0.0;2.948155;193.25958;0.7173494
2015-04-08T21:00:00+0100;8600.0;99204.0;5.212823486328148;0.0;3.2066004;204.6172;0.59485245
2015-04-08T22:00:00+0100;0.0;90604.0;5.623010253906273;0.0;3.2504292;205.59953;0.71397823
2015-04-08T23:00:00+0100;0.0;94604.0;4.306176757812523;0.0;3.5028906;204.94823;0.784062
2015-04-09T00:00:00+0100;0.0;94604.0;3.2836853027343977;0.0;3.5810304;200.43842;0.8093002
2015-04-09T01:00:00+0100;0.0;94604.0;2.4213500976562727;0.0;3.3329015;197.61598;0.8108875
2015-04-09T02:00:00+0100;0.0;94604.0;1.9376159667968973;0.0;2.7767038;198.14304;0.8013202
2015-04-09T03:00:00+0100;0.0;96604.0;3.126153564453148;0.0;2.4807293;201.9586;0.80492145
2015-04-09T04:00:00+0100;0.0;110604.0;2.6443725585937727;0.0;2.2753785;203.14732;0.8287562
2015-04-09T05:00:00+0100;0.0;122604.0;0.5941101074218977;9.36888888888889;1.5536667;207.53375;0.8664916
2015-04-09T06:00:00+0100;0.0;146603.99999999997;2.2746520996093977;72.220625;2.1246748;206.9421;0.88710684
2015-04-09T07:00:00+0100;0.0;172603.99999999997;1.812677001953148;158.82862847222222;2.3314362;216.65334;0.86447835
2015-04-09T08:00:00+0100;0.0;209800.0;2.9733520507812727;255.20866319444443;2.494235;225.2545;0.82866496
2015-04-09T09:00:00+0100;0.0;192600.0;4.730249023437523;344.42583333333334;2.8147054;232.25577;0.7723438
2015-04-09T10:00:00+0100;0.0;162200.0;5.972222900390648;500.44694444444445;2.1784143;229.67351;0.71780705
2015-04-09T11:00:00+0100;0.0;154400.0;8.111749267578148;585.3748611111112;3.0866494;228.35532;0.6643552
2015-04-09T12:00:00+0100;0.0;136000.0;9.670373535156273;611.84;3.3687863;230.61664;0.6383234
2015-04-09T13:00:00+0100;0.0;132200.0;11.493280029296898;582.9783333333334;3.274384;231.0467;0.6177544
2015-04-09T14:00:00+0100;0.0;125600.0;11.672906494140648;514.4577777777778;3.4902883;229.38123;0.62207264
2015-04-09T15:00:00+0100;0.0;104000.0;11.935296630859398;394.7499305555556;3.9717357;226.70094;0.6256586
2015-04-09T16:00:00+0100;0.0;92400.0;13.047174072265648;294.0622222222222;4.102599;230.27335;0.6407495
2015-04-09T17:00:00+0100;0.0;91600.0;12.806695556640648;168.9925;3.2543778;231.28093;0.7199429
2015-04-09T18:00:00+0100;0.0;94600.0;11.860803222656273;57.297916666666666;2.2198443;248.2626;0.73669744
2015-04-09T19:00:00+0100;0.0;86000.0;9.042108154296898;1.2693055555555557;1.9689946;233.35956;0.825977
2015-04-09T20:00:00+0100;0.0;99000.0;7.235498046875023;0.0;2.0856864;226.03609;0.89078176
2015-04-09T21:00:00+0100;0.0;74600.0;5.799523925781273;-0.0044444444444444;2.510399;220.16551;0.9027451
2015-04-09T22:00:00+0100;0.0;66800.0;5.250909423828148;0.0;2.3860798;225.19379;0.918706
2015-04-09T23:00:00+0100;0.0;69600.0;4.585748291015648;0.0;3.0052583;229.34935;0.8942771
2015-04-10T00:00:00+0100;0.0;71600.0;3.803125000000023;0.0;2.6663632;218.91725;0.9094746
2015-04-10T01:00:00+0100;0.0;75000.0;3.4018493652343977;0.0;2.673832;219.75291;0.91861516
2015-04-10T02:00:00+0100;0.0;73600.0;5.135491943359398;0.0;2.84877;224.1477;0.9282899
2015-04-10T03:00:00+0100;3800.0;76800.0;4.703271484375023;0.0;2.601495;214.86382;0.928809
2015-04-10T04:00:00+0100;0.0;75600.0;3.470513916015648;0.0;2.9434593;209.81807;0.91144514
2015-04-10T05:00:00+0100;0.0;99400.0;4.253869628906273;11.76;2.9710102;203.33315;0.9156414
2015-04-10T06:00:00+0100;0.0;123000.0;4.883752441406273;59.051640625;1.7383792;227.83955;0.9075692
2015-04-10T07:00:00+0100;0.0;171000.0;3.5775390625000227;114.30269965277778;2.5650806;218.56598;0.8810791
2015-04-10T08:00:00+0100;0.0;182000.0;5.973443603515648;182.8952777777777;1.7675837;227.71355;0.8534142
2015-04-10T09:00:00+0100;0.0;172800.0;6.071191406250023;351.2205555555556;2.4266973;223.86784;0.8090715
2015-04-10T10:00:00+0100;0.0;161800.0;7.861627197265648;503.15465277777776;3.918645;223.35687;0.7152139
2015-04-10T11:00:00+0100;0.0;150800.0;9.473931884765648;556.6793055555555;4.030495;225.1651;0.67116106
2015-04-10T12:00:00+0100;0.0;139600.0;12.454431152343773;599.7961111111111;4.4251633;224.30714;0.65834326
2015-04-10T13:00:00+0100;0.0;127400.0;12.737237548828148;581.5363888888888;4.5360446;222.57712;0.6538266
2015-04-10T14:00:00+0100;0.0;111200.0;13.782312011718773;519.2947222222223;4.6939917;218.95271;0.66856664
2015-04-10T15:00:00+0100;0.0;88800.0;13.800195312500025;421.88868055555554;4.708569;206.152;0.6953612
2015-04-10T16:00:00+0100;9800.0;70399.99999999999;11.651452636718773;303.23875;4.4807367;200.66821;0.75964683
2015-04-10T17:00:00+0100;5600.0;71400.0;11.190148925781273;177.69319444444446;3.9873981;197.33391;0.79307914
2015-04-10T18:00:00+0100;3600.0;71600.0;9.072167968750025;63.852916666666665;4.267211;192.83469;0.8409159
2015-04-10T19:00:00+0100;4000.0;69200.0;6.139703369140648;2.0481944444444444;3.6985755;193.88246;0.90364563
2015-04-10T20:00:00+0100;10600.0;78800.0;4.944543457031273;0.0;2.9053648;193.0372;0.9778807
2015-04-10T21:00:00+0100;0.0;73400.0;4.807244873046898;0.0044444444444444;2.4612148;197.30902;0.99335355
2015-04-10T22:00:00+0100;0.0;71400.0;4.268426513671898;0.0;2.6452246;201.22887;0.9930489
2015-04-10T23:00:00+0100;4000.0;77000.0;3.890527343750023;0.0;2.6976173;201.64047;0.9929267
2015-04-11T00:00:00+0100;0.0;76000.0;3.7832885742187727;0.0;2.6473684;200.68973;0.99327826
2015-04-11T01:00:00+0100;0.0;78800.0;3.2906738281250227;0.0;2.5202994;196.89679;0.9935681
2015-04-11T02:00:00+0100;0.0;76400.0;3.6174255371093977;0.0;2.3632255;197.1866;0.9942393
2015-04-11T03:00:00+0100;0.0;75800.0;3.1969238281250227;0.0;2.636184;192.21262;0.993918
2015-04-11T04:00:00+0100;0.0;76800.0;3.2822509765625227;0.0;2.6423273;188.05006;0.9942234
2015-04-11T05:00:00+0100;0.0;74600.0;2.8277526855468977;3.271111111111112;2.7312171;192.13818;0.99468106
2015-04-11T06:00:00+0100;0.0;77000.0;3.1696716308593977;20.774889322916668;2.6707938;187.45164;0.99474233
2015-04-11T07:00:00+0100;0.0;80000.0;3.1238952636718977;46.61414930555556;2.8799067;187.48906;0.9920719
2015-04-11T08:00:00+0100;0.0;78600.0;3.1168151855468977;65.68832465277778;2.867394;185.13376;0.989615
2015-04-11T09:00:00+0100;0.0;79000.0;3.102105712890648;115.30279513888888;2.2473264;171.05005;0.98712707
2015-04-11T10:00:00+0100;0.0;78600.0;3.8423095703125214;111.72809027777778;2.6523232;194.21414;0.9853562
2015-04-11T11:00:00+0100;0.0;82000.0;4.533380126953148;184.3230208333333;1.8474536;177.13223;0.9800152
2015-04-11T12:00:00+0100;0.0;100200.0;5.748071289062523;210.15572916666667;1.3952838;183.26526;0.92869955
2015-04-11T13:00:00+0100;0.0;85000.0;6.478479003906273;388.0188194444444;1.6548562;159.80304;0.90326285
2015-04-11T14:00:00+0100;0.0;79800.0;7.980462646484398;190.02972222222223;2.34191;194.7231;0.84361607
2015-04-11T15:00:00+0100;0.0;70000.0;8.265191650390648;208.0211805555556;1.3316107;237.04385;0.87079173
2015-04-11T16:00:00+0100;0.0;60800.0;9.378228759765648;257.864375;2.0557775;131.02968;0.8520546
2015-04-11T17:00:00+0100;0.0;56000.0;8.920129394531273;169.00215277777778;2.4718275;170.21474;0.81575423
2015-04-11T18:00:00+0100;0.0;66600.0;8.185510253906273;56.73548611111111;1.4564327;178.41634;0.8846021
2015-04-11T19:00:00+0100;0.0;71600.0;6.957208251953148;2.010972222222222;1.6187513;145.7002;0.91750056
2015-04-11T20:00:00+0100;0.0;80800.0;5.755029296875023;0.0;2.1343198;146.80106;0.90489733
2015-04-11T21:00:00+0100;0.0;85800.0;6.088403320312523;0.0;2.778458;190.17033;0.9380252
2015-04-11T22:00:00+0100;0.0;74600.0;6.124414062500023;0.0;2.694097;169.02377;0.95043117
2015-04-11T23:00:00+0100;3800.0;75800.0;6.042932128906273;0.0;2.8392324;172.92615;0.9687566
2015-04-12T00:00:00+0100;4800.0;81600.0;5.836389160156273;0.0;3.504986;176.10841;0.96715504
2015-04-12T01:00:00+0100;3400.0;78800.00000000001;5.271783447265648;0.0;4.772122;195.73099;0.9904634
2015-04-12T02:00:00+0100;0.0;70000.0;4.950799560546898;0.0;6.71087;257.6775;0.93978906
2015-04-12T03:00:00+0100;0.0;81000.0;3.561822509765648;0.0;5.7989316;267.05865;0.87612116
2015-04-12T04:00:00+0100;0.0;80600.0;3.4715209960937727;0.0;5.674206;251.52148;0.8473884
2015-04-12T05:00:00+0100;0.0;78600.0;3.2906127929687727;14.604444444444445;4.421114;248.17247;0.77275795
2015-04-12T06:00:00+0100;0.0;71600.0;3.2820678710937727;107.28400173611112;4.4915476;241.05078;0.7814245
2015-04-12T07:00:00+0100;0.0;63000.0;3.6942993164062727;246.30388888888888;4.575742;241.77744;0.7544007
2015-04-12T08:00:00+0100;0.0;63600.0;5.344293212890648;375.4342013888889;4.435436;235.59445;0.7007042
2015-04-12T09:00:00+0100;0.0;72000.0;6.386895751953148;490.783125;4.6371775;231.11794;0.65738374
2015-04-12T10:00:00+0100;5400.0;72800.0;7.741296386718773;574.491875;5.7805552;233.58844;0.61679554
2015-04-12T11:00:00+0100;4600.0;67600.0;7.401544189453148;619.64625;5.7201653;232.7868;0.6150399
2015-04-12T12:00:00+0100;5600.0;66800.0;8.017785644531273;617.2961111111111;6.275716;234.51248;0.580036
2015-04-12T13:00:00+0100;5200.0;64000.0;8.329461669921898;596.4658333333333;6.9625382;237.99663;0.54301816
2015-04-12T14:00:00+0100;0.0;58400.0;8.458123779296898;459.7483333333333;7.5253706;240.7305;0.526935
2015-04-12T15:00:00+0100;3800.0;63800.0;8.150598144531273;315.44875;5.6747813;246.96307;0.5570558
2015-04-12T16:00:00+0100;3800.0;68000.0;8.499810791015648;236.8420833333333;5.947648;232.97237;0.56700474
2015-04-12T17:00:00+0100;3600.0;69400.0;7.589532470703148;154.13805555555555;5.7378182;237.81754;0.58279765
2015-04-12T18:00:00+0100;0.0;69000.0;7.251794433593773;71.55458333333333;4.7201867;234.82608;0.6100806
2015-04-12T19:00:00+0100;2800.0;76000.0;6.192468261718773;3.609722222222222;5.1108017;232.51833;0.69063205
2015-04-12T20:00:00+0100;0.0;78400.0;5.381127929687523;0.0;4.2547526;222.19418;0.7589919
2015-04-12T21:00:00+0100;0.0;78600.0;4.707391357421898;0.0;3.9088368;225.64116;0.7771349
2015-04-12T22:00:00+0100;0.0;80600.0;3.1597534179687727;0.0;3.6792827;237.17706;0.85260564
2015-04-12T23:00:00+0100;0.0;83600.0;3.103448486328148;0.0;2.768916;234.48842;0.8741207
2015-04-13T00:00:00+0100;0.0;84600.0;1.6980224609375227;0.0;2.3973403;229.21078;0.8837343
2015-04-13T01:00:00+0100;0.0;84200.0;1.5339294433593975;0.0;2.1359363;226.00937;0.8917759
2015-04-13T02:00:00+0100;0.0;88800.0;-0.3928588867187272;0.0;2.2616086;232.05447;0.91512156
2015-04-13T03:00:00+0100;0.0;93200.0;0.1838928222656477;0.0;2.5006669;243.58612;0.8755101
2015-04-13T04:00:00+0100;0.0;98600.0;-0.1213745117187272;0.0;2.820301;238.10875;0.8539491
2015-04-13T05:00:00+0100;0.0;116800.0;-0.1998046874999772;23.448888888888888;2.8762617;246.27374;0.8205476
2015-04-13T06:00:00+0100;0.0;142800.0;-0.1283630371093522;122.72710069444445;2.246234;245.85419;0.7931736
2015-04-13T07:00:00+0100;0.0;180200.0;1.7708679199218975;213.8585243055556;1.6429205;283.8255;0.69698197
2015-04-13T08:00:00+0100;0.0;177200.0;4.092065429687523;316.47770833333334;2.1913993;302.41486;0.64017254
2015-04-13T09:00:00+0100;0.0;173000.0;5.496759033203148;493.1767361111111;3.081059;327.0436;0.58565253
2015-04-13T10:00:00+0100;0.0;165800.0;7.212915039062523;580.3683333333333;4.536296;344.16574;0.5658618
2015-04-13T11:00:00+0100;0.0;167400.0;8.080529785156273;608.5640277777778;4.269763;340.28076;0.5536848
2015-04-13T12:00:00+0100;0.0;163000.0;7.583245849609398;589.3706944444444;3.9148083;324.56418;0.5333597
2015-04-13T13:00:00+0100;0.0;153200.0;7.502252197265648;614.0613888888889;4.886586;322.5745;0.44922268
2015-04-13T14:00:00+0100;0.0;151000.0;7.894464111328148;525.6336111111111;4.558328;328.9692;0.465977
2015-04-13T15:00:00+0100;0.0;133000.0;7.783868408203148;420.44097222222223;4.282246;336.923;0.49119997
2015-04-13T16:00:00+0100;0.0;120200.0;7.954797363281273;312.2377777777777;4.828197;346.43176;0.5170025
2015-04-13T17:00:00+0100;0.0;122200.0;6.647119140625023;197.26652777777767;4.540627;339.00348;0.5053598
2015-04-13T18:00:00+0100;0.0;121400.0;5.848474121093773;77.17944444444444;4.2072697;336.1422;0.48674488
2015-04-13T19:00:00+0100;0.0;124000.0;5.045495605468773;4.624861111111112;2.7136004;350.39993;0.5934192
2015-04-13T20:00:00+0100;0.0;135800.0;3.8218017578125214;0.0;1.1737754;0.94143915;0.7039695
2015-04-13T21:00:00+0100;0.0;96600.0;2.5142761230468977;-0.0044444444444444;0.67290103;357.05484;0.6562251
2015-04-13T22:00:00+0100;0.0;93600.0;1.4405456542968975;0.0;0.46727931;244.51776;0.73961455
2015-04-13T23:00:00+0100;0.0;89000.0;1.6030822753906475;0.0;0.5895239;265.35846;0.6853243
2015-04-14T00:00:00+0100;0.0;91200.0;0.1626525878906477;0.0;0.2874146;146.77623;0.7625795
2015-04-14T01:00:00+0100;0.0;92200.0;0.0604492187500227;0.0;0.891345;161.82411;0.7020481
2015-04-14T02:00:00+0100;0.0;98600.0;-0.3798889160156022;0.0;1.215718;166.5831;0.7213813
2015-04-14T03:00:00+0100;0.0;103400.0;-1.1247314453124773;0.0;1.2929003;169.24832;0.7305214
2015-04-14T04:00:00+0100;0.0;111800.0;-1.5299438476562273;0.0;1.3632784;170.4679;0.85366017
2015-04-14T05:00:00+0100;0.0;124600.0;-0.9359497070312272;9.12;1.5864127;185.52184;0.83376276
2015-04-14T06:00:00+0100;0.0;134600.0;-0.4025329589843522;43.057330729166665;2.2471404;198.38702;0.75051105
2015-04-14T07:00:00+0100;0.0;199600.0;0.2639099121093977;45.42115885416667;2.4618464;198.56567;0.7434915
2015-04-14T08:00:00+0100;0.0;205400.0;-0.0726379394531022;40.31987847222222;3.5341368;210.7818;0.77397794
2015-04-14T09:00:00+0100;69600.0;271200.0;-0.0226196289062272;72.13504340277778;3.8256896;206.65535;0.8770194
2015-04-14T10:00:00+0100;100800.0;298800.0;0.0491577148437727;86.74065972222222;3.8118038;204.49373;0.912755
2015-04-14T11:00:00+0100;75200.0;285200.0;0.3800598144531477;99.2956423611111;3.9879231;208.08237;0.9598279
2015-04-14T12:00:00+0100;49800.0;251200.0;0.6850524902343977;67.39121527777777;3.3617;207.10925;0.9916423
2015-04-14T13:00:00+0100;35800.0;223600.0;2.0950561523437727;85.9296875;3.788651;209.53836;0.9960983
2015-04-14T14:00:00+0100;14400.0;188600.0;3.370050048828148;197.53701388888888;3.643506;193.64145;0.9967237
2015-04-14T15:00:00+0100;0.0;153000.0;4.846978759765648;282.23069444444445;4.311477;207.50626;0.9752544
2015-04-14T16:00:00+0100;0.0;127200.0;5.808984375000023;309.9528472222222;3.3847954;214.68861;0.93817544
2015-04-14T17:00:00+0100;0.0;121600.0;6.574060058593773;197.528125;3.6480052;220.817;0.88875234
2015-04-14T18:00:00+0100;0.0;126600.0;7.289147949218773;78.08333333333333;2.4949508;229.47636;0.8775684
2015-04-14T19:00:00+0100;0.0;109400.0;6.834588623046898;5.514444444444444;1.5375087;238.29617;0.93808514
2015-04-14T20:00:00+0100;0.0;112600.0;4.047784423828148;0.0;2.0449045;204.03578;0.95487064
2015-04-14T21:00:00+0100;0.0;87800.0;5.311608886718773;0.0;3.0436397;216.40048;0.91129225
2015-04-14T22:00:00+0100;0.0;83800.0;4.101464843750023;0.0;2.9695947;221.14894;0.94115424
2015-04-14T23:00:00+0100;0.0;82600.0;3.064752197265648;0.0;2.6954412;217.52377;0.9111098
2015-04-15T00:00:00+0100;0.0;86400.0;2.8553405761718977;0.0;2.5856526;213.77892;0.89134955
2015-04-15T01:00:00+0100;0.0;87400.0;2.2967773437500227;0.0;2.4552207;205.99152;0.9027253
2015-04-15T02:00:00+0100;0.0;89800.0;1.2243591308593975;0.0;2.355135;210.45331;0.9066173
2015-04-15T03:00:00+0100;0.0;86200.0;1.1041809082031475;0.0;2.1192129;215.20232;0.90942556
